SP_ENTITY_ID,SP_COMPANY_NAME,SP_TICKER,fiscal_year,iq_cash_equiv,iq_cash_oper,iq_ebit,iq_ebitda,iq_interest_exp,iq_lt_debt,iq_st_debt,iq_total_assets,iq_total_rev,pcd_total_liab
4431300,"G-III Apparel Group, Ltd.",GIII,2022,465984,185798,318148,345774,-49666,515344,,2742528,2766538,
4431300,"G-III Apparel Group, Ltd.",GIII,2023,191652,-104599,240224,267986,-56602,483840,,2712405,3226728,
4431300,"G-III Apparel Group, Ltd.",GIII,2024,507829,587582,290101,317624,-39595,402807,,2681164,3098242,
4431300,"G-III Apparel Group, Ltd.",GIII,2025,181440,316401,301270,328714,-18842,3045,,2483234,3180796,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2020,13371,4090,4881,9318,-1106,6040,,112225,127663,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2021,7174,165,-11377,-6638,-381,5867,,102691,84694,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2022,8214,-2574,8111,12435,-918,14213,,123401,138552,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2023,5773,-1241,11144,14790,-2243,13604,,122966,142569,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2024,5845,14731,13359,17189,-2429,16017,,155711,150668,
4431879,"Perma-Pipe International Holdings, Inc.",PPIH,2025,15716,13928,20301,23930,-2224,15220,,165241,158384,
4433265,Idaho Copper Corporation,COPR.D,2023,431.374,-147.574,-4152.885,,-340.948,3353.429,,531.374,,
4433265,Idaho Copper Corporation,COPR.D,2024,30.146,-868.428,-3004.684,,-446.301,3758.999,,151.77,,
4433265,Idaho Copper Corporation,COPR.D,2025,100.678,-2503.508,-4721.523,,-422.655,2339,100,315.918,,
4433874,Regal Rexnord Corporation,RRX,2020,611300,435400,332000,463400,-39800,841800,,4589000,2907000,
4433874,Regal Rexnord Corporation,RRX,2021,672800,357700,407500,578100,-60400,1913600,,10367400,3810300,
4433874,Regal Rexnord Corporation,RRX,2022,688500,436200,733100,1040500,-87200,1916500,,10268900,5217900,
4433874,Regal Rexnord Corporation,RRX,2023,574000,715300,701900,1175400,-431000,6306500,,15431400,6250700,
4433874,Regal Rexnord Corporation,RRX,2024,393500,609400,704300,1216100,-399700,5387600,,14033700,6033800,
4434384,PVH Corp.,PVH,2020,503400,1020300,812000,1134900,-120000,2694300,49600,13631000,9909000,
4434384,PVH Corp.,PVH,2021,1651400,697700,-156000,159500,-125500,3515200,,13293500,7132600,
4434384,PVH Corp.,PVH,2022,1242500,1071200,995000,1302100,-108600,2317600,10800,12396800,9154700,
4434384,PVH Corp.,PVH,2023,550700,39200,908700,1199600,-89600,2177000,46200,11768300,9024200,
4434384,PVH Corp.,PVH,2024,707600,969400,934800,1216500,-99300,1591700,,11172900,9217700,
4434384,PVH Corp.,PVH,2025,748000,740900,748300,1010400,-89800,1579900,,11033200,8652900,
4434429,Ur-Energy Inc.,URE,2020,4268,-8443,-13341,-8502,-710,12720,,81830,8316,
4434429,Ur-Energy Inc.,URE,2021,46189,-11698,-16757,-12437,-733,11060,,120839,16,
4434429,Ur-Energy Inc.,URE,2022,33003,-18091,-19794,-16319,-463,5694,,107895,19,
4434429,Ur-Energy Inc.,URE,2023,59700,-16982,-30842,-27364,,,,128376,17679,
4434429,Ur-Energy Inc.,URE,2024,76055,-71918,-63089,-59207,,,14408,194128,33706,
4434479,Ivanhoe Electric Inc.,IE,2020,9341,-22984,-26601,-23213,-175,,5756,71721,4633,
4434479,Ivanhoe Electric Inc.,IE,2021,49850,-47832,-60749,-56499,-1534,78832,,153531,4652,
4434479,Ivanhoe Electric Inc.,IE,2022,139660,-115734,-132165,-122254,-972,35928,,260486,8440,
4434479,Ivanhoe Electric Inc.,IE,2023,205043,-150515,-180402,-177762,-2960,64616,4000,487226,3903,
4434479,Ivanhoe Electric Inc.,IE,2024,40971,-162096,-176951,-172948,-2585,55105,5001,374932,2901,
4435414,PBF Energy Inc.,PBF,2020,1609500,-631600,-1497000,-1241800,-258200,4551100,,10499800,15115900,
4435414,PBF Energy Inc.,PBF,2021,1341500,477300,-35200,227500,-317500,4237400,,11641400,27253400,
4435414,PBF Energy Inc.,PBF,2022,2203600,4772000,4211200,4483100,-266600,1430900,,13549100,46830300,
4435414,PBF Energy Inc.,PBF,2023,1783500,1338500,2025300,2302500,-125300,1245900,,14387800,38324800,
4435414,PBF Energy Inc.,PBF,2024,536100,43400,-518900,-234200,-123200,1457300,,12703200,33115300,
4436011,"Carter's, Inc.",CRI,2020,1102323,588494,234898,328897,-56062,989530,,3392580,3024334,
4436011,"Carter's, Inc.",CRI,2021,984294,268258,500448,594556,-60294,991370,,3187998,3486440,
4436011,"Carter's, Inc.",CRI,2022,211748,88361,389734,455010,-42781,616624,,2439715,3212733,
4436011,"Carter's, Inc.",CRI,2023,351213,529132,327733,391872,-33973,497354,,2378613,2945594,
4436011,"Carter's, Inc.",CRI,2024,412926,298787,285560,343486,-31331,498127,,2433167,2844102,
4436418,"Huntington Ingalls Industries, Inc.",HII,2020,512000,1093000,886000,1133000,-114000,1686000,,8157000,9361000,
4436418,"Huntington Ingalls Industries, Inc.",HII,2021,627000,760000,653000,946000,-89000,3298000,,10627000,9524000,
4436418,"Huntington Ingalls Industries, Inc.",HII,2022,467000,766000,793000,1151000,-102000,2506000,,10857000,10676000,
4436418,"Huntington Ingalls Industries, Inc.",HII,2023,430000,970000,772000,1119000,-95000,2204000,,11215000,11454000,
4436418,"Huntington Ingalls Industries, Inc.",HII,2024,831000,393000,665000,991000,-95000,2698000,,12141000,11535000,
4438978,"Church & Dwight Co., Inc.",CHD,2020,183100,990300,935700,1105300,-61000,1812500,351400,7414500,4895800,
4438978,"Church & Dwight Co., Inc.",CHD,2021,240600,993800,992400,1186100,-54500,1610700,252800,7996500,5190100,
4438978,"Church & Dwight Co., Inc.",CHD,2022,270300,885200,1008800,1203800,-89600,2599500,74000,8345600,5375600,
4438978,"Church & Dwight Co., Inc.",CHD,2023,344500,1030600,1057400,1258300,-110900,2202200,3900,8569200,5867900,
4438978,"Church & Dwight Co., Inc.",CHD,2024,964100,1156200,1164200,1372400,-95000,2204600,,8883100,6107100,
4440125,Vox Royalty Corp.,VOXR,2020,3153.958,-1844.454,-6423.548,-6288,-82.162,,,15186.635,126.227,
4440125,Vox Royalty Corp.,VOXR,2021,5064.802,768.346,-3311.292,-2155.16,,,,27305.421,3651.717,
4440125,Vox Royalty Corp.,VOXR,2022,4174.654,2047.169,449.338,2476.895,,,,41805.456,8508.105,
4440125,Vox Royalty Corp.,VOXR,2023,9342.88,5271.09,1728.948,5581.627,,,,52706.609,12310.594,
4440125,Vox Royalty Corp.,VOXR,2024,8754.391,5459.15,1094.149,4410.626,-89.296,,,51381.324,11047.763,
4442525,Rainmaker Worldwide Inc.,RAKR,2020,192.578,-3932.286,-15913.282,-15394.93,-847.115,3105.897,1817.594,2558.279,,
4442525,Rainmaker Worldwide Inc.,RAKR,2021,4.337,-190.027,-1515.725,-997.373,-829.006,3105.897,145.419,344.341,,
4442525,Rainmaker Worldwide Inc.,RAKR,2022,7.13,-349.267,-1175.98,,-600.64,,133.598,43.038,,
4442525,Rainmaker Worldwide Inc.,RAKR,2023,0.131,-139.762,-606.198,,-852.537,,73.516,30.725,78.912,
4442525,Rainmaker Worldwide Inc.,RAKR,2024,0.116,-49.89,-389.589,,-973.469,640,68,50.116,143.725,
4445160,"Potash America, Inc.",PTAM,2020,,-15.614,-157.825,,-60.195,,1266.664,,,
4445160,"Potash America, Inc.",PTAM,2021,0.158,-17.812,-256.464,,-60.924,,1284.634,0.158,,
4484099,"Celsius Holdings, Inc.",CELH,2020,43248.021,3395,7912,9523,-1074,,,131289.773,130726,
4484099,"Celsius Holdings, Inc.",CELH,2021,16255,-96586,-4090,-2826,-8,,,314018,314272,
4484099,"Celsius Holdings, Inc.",CELH,2022,614159,108182,-155422,-153505,,,,1222069,653604,
4484099,"Celsius Holdings, Inc.",CELH,2023,755981,141218,266366,269592,,,,1536396,1318014,
4484099,"Celsius Holdings, Inc.",CELH,2024,890190,262898,156028,163302,,,,1766881,1355630,
4484858,Golden Star Resource Corp.,GLNS,2020,0.029,-26.766,-15.442,,,,439.878,2.196,,
4484858,Golden Star Resource Corp.,GLNS,2021,0.092,-29.663,-20.864,,,,469.604,2.592,,
4484858,Golden Star Resource Corp.,GLNS,2022,,-42.995,-34.868,,,,588.007,,,
4484858,Golden Star Resource Corp.,GLNS,2023,0.009,-139.527,-27.486,,,,652.043,2.669,,
4484858,Golden Star Resource Corp.,GLNS,2024,0.013,-37.557,-23.95,,,,689.604,2.813,,
4484858,Golden Star Resource Corp.,GLNS,2025,0.045,-47.081,-46.615,,,,736.717,2.945,,
4485182,"Ring Energy, Inc.",REI,2020,3578.634,72159.255,30206.545,74123.821,-17617.614,313000,,663456.197,107797.048,
4485182,"Ring Energy, Inc.",REI,2021,2408.316,72731.212,17903.707,55815.719,-14490.474,290000,586.41,684157.329,187182.546,
4485182,"Ring Energy, Inc.",REI,2022,3712.526,196976.729,170211.474,226935.673,-23167.729,415000,499.88,1268999.797,330123.555,
4485182,"Ring Energy, Inc.",REI,2023,296.384,198170.459,148547.653,238583.63,-43926.732,425000,533.734,1376496.392,342920.665,
4485182,"Ring Energy, Inc.",REI,2024,1866.395,194423.712,130534.783,230617.924,-43311.81,385000,496.397,1408099.474,350210.849,
4487840,"Bergio International, Inc.",BRGO,2020,70.081,-180.102,-263.734,-231.196,-336.69,179.828,312.3,1475.559,584.806,
4487840,"Bergio International, Inc.",BRGO,2021,1093.195,-2179.237,-1478.741,-1208.324,-2543.258,261.776,1308.571,10774.736,10997.988,
4487840,"Bergio International, Inc.",BRGO,2022,373.507,-2011.46,-1056.939,-1016.687,-1561.531,112.497,111.582,9472.312,5196.364,
4487840,"Bergio International, Inc.",BRGO,2023,151.553,-705.285,-1094.653,-1058.626,-380.438,112.166,634,4583.414,4087.326,
4488156,The Healing Company Inc.,HLCO,2020,1.347,2.069,-26.511,,,,157.405,1.347,,
4488156,The Healing Company Inc.,HLCO,2021,,-47.557,-113.347,,,,203.615,,,
4488156,The Healing Company Inc.,HLCO,2022,6492,-2624,-8124,,-2,,165,6588,,
4488156,The Healing Company Inc.,HLCO,2023,1503,-7944,-20370,-20028,-669,,5186,12771,8895,
4492668,"Kronos Worldwide, Inc.",KRO,2020,355300,102500,100800,158900,-19000,486700,,2036700,1638800,
4492668,"Kronos Worldwide, Inc.",KRO,2021,406000,206500,169000,220300,-19600,449800,,2012800,1939400,
4492668,"Kronos Worldwide, Inc.",KRO,2022,327800,81700,132500,184200,-16900,424100,,1934400,1930200,
4492668,"Kronos Worldwide, Inc.",KRO,2023,194700,5500,-59800,-11200,-17100,440900,,1838000,1666500,
4492668,"Kronos Worldwide, Inc.",KRO,2024,106700,72500,121700,182100,-42900,429100,,1913500,1887100,
4492850,"Penske Automotive Group, Inc.",PAG,2020,49500,1201800,704500,820000,-157300,1602100,3144300,13247200,20443900,
4492850,"Penske Automotive Group, Inc.",PAG,2021,100700,1293300,1356400,1477900,-94800,1392000,2554700,13464600,25554700,
4492850,"Penske Automotive Group, Inc.",PAG,2022,106500,1459000,1487800,1615100,-122800,1546900,2996300,14114600,27814800,
4492850,"Penske Automotive Group, Inc.",PAG,2023,96400,1093600,1392200,1533200,-225700,1419500,3771500,15671500,29527400,
4492850,"Penske Automotive Group, Inc.",PAG,2024,72400,1179800,1316800,1474800,-277600,1130800,4024000,16720900,30455200,
4493162,"Mondial Ventures, Inc.",MNVN,2020,0.15,-141.485,-2.4,,-239.447,,1986.137,0.15,,
4494085,XMax Inc.,XWIN,2020,8744.784,-2075.272,-26304.776,-26242.844,,150,,46478.522,11350.23,
4494085,XMax Inc.,XWIN,2021,6276.106,-4782.354,-3860.548,-3787.263,-123.144,150,,29529.624,12556.219,
4494085,XMax Inc.,XWIN,2022,1374.167,-5367.65,-16222.351,-16139.436,-25.216,150,,11533.496,12744.871,
4494085,XMax Inc.,XWIN,2023,369.137,-1580.247,-6418.548,-6368.466,-9.495,147.428,,6238.478,11087.459,
4494085,XMax Inc.,XWIN,2024,161.902,-1391.779,-5363.355,-5307.866,-31.244,197.828,385.147,9917.403,9686.975,
4495022,Umbra Companies Inc.,UCIX,2020,30.689,30.14,-42.46,,,,50,1647.322,,
4495177,SunOpta Inc.,STKL,2020,251,91696,14200,44508,-30894,50578,,585615,789213,
4495177,SunOpta Inc.,STKL,2021,227,-21432,22034.001,40661.001,-7815,171809,,754754,496455,
4495177,SunOpta Inc.,STKL,2022,679,60575,25083,48130,-13490,179197,,855852,591395,
4495177,SunOpta Inc.,STKL,2023,306,14844,32483,63522,-25820,201599,17596,667151,626730,
4495177,SunOpta Inc.,STKL,2024,1552,50029,40769,77266,-27221,197270,11110,668527,723728,
4496633,"MetAlert, Inc.",MLRT,2020,76.912,-556.556,-627.212,-601.686,-73.405,217.87,21.715,298.17,1059.27,
4496633,"MetAlert, Inc.",MLRT,2021,138.342,-497.684,-904.546,-889.108,-143.063,142.917,7,400.277,589.44,
4496633,"MetAlert, Inc.",MLRT,2022,8.534,-506.95,-1370.375,-1337.035,-232.991,142.097,91.651,163.762,334.606,
4496633,"MetAlert, Inc.",MLRT,2023,68.44,-417.245,-876.929,-825.884,-358.6,137.028,148.54,610.195,248.331,
4496633,"MetAlert, Inc.",MLRT,2024,53.501,-438.567,-557.462,-481.79,-270.803,391.944,130.642,534.093,181.476,
4500439,Bunge Global SA,BG,2020,352000,-3536000,1412000,1847000,-265000,4452000,2828000,23655000,41404000,
4500439,Bunge Global SA,BG,2021,902000,-2894000,2359000,2783000,-243000,4787000,673000,23819000,59152000,
4500439,Bunge Global SA,BG,2022,1104000,-5549000,2447000,2855000,-403000,3243000,546000,24580000,67232000,
4500439,Bunge Global SA,BG,2023,2602000,3308000,3272000,3702000,-516000,4023000,797000,25372000,59540000,
4500439,Bunge Global SA,BG,2024,3311000,1900000,1563000,2031000,-471000,4614000,875000,24899000,53108000,
4501564,"Stabilis Solutions, Inc.",SLNG,2020,1814,1336,-8266,775,-916,3408,,80313,41550,
4501564,"Stabilis Solutions, Inc.",SLNG,2021,910,4297,-8731,163,-901,10043,,87336,69171,
4501564,"Stabilis Solutions, Inc.",SLNG,2022,11451,14697,-1604,7060,-770,8650,,96580,98823,
4501564,"Stabilis Solutions, Inc.",SLNG,2023,5374,6712,-2035,5843,-334,7747,,81299,73114,
4501564,"Stabilis Solutions, Inc.",SLNG,2024,8987,13693,2625,9771,,6848,,85584,73293,
4503232,Trident Brands Incorporated,TDNT,2020,88.007,-1997,-4326.955,-4322.542,-4298.28,22435.165,,1926.537,872.923,
4503232,Trident Brands Incorporated,TDNT,2021,7.653,-380.354,-2022.871,-2018.458,-798.77,22300,,1060.081,224.72,
4503253,"FBC Holding, Inc.",FBCD,2021,58.871,178.286,-813,,,,344.223,107.471,78.461,
4503253,"FBC Holding, Inc.",FBCD,2022,0.438,-55.64,-486.418,-476.695,,,693.681,52.439,237.15,
4503253,"FBC Holding, Inc.",FBCD,2023,2.44,-197.994,-243.453,-237.262,,,898.928,262.301,253.669,
4503253,"FBC Holding, Inc.",FBCD,2024,0.505,-8.035,-154.346,-148.89,,,923.849,210.535,220.839,
4503837,"Laredo Oil, Inc.",LRDC,2020,1532.511,9.296,-130.866,,-36.05,759.878,,1623.061,8145.167,
4503837,"Laredo Oil, Inc.",LRDC,2021,1196.65,-1230.84,-682.682,-668.729,-52.231,1846.791,,2770.808,4592.626,
4503837,"Laredo Oil, Inc.",LRDC,2022,109.183,-1199.96,-2198.705,-2142.894,-136.112,857.339,534.375,3701.949,667.608,
4503837,"Laredo Oil, Inc.",LRDC,2023,13.754,-1706.943,-2820.949,-2724.387,-509.79,536.974,2064.897,542.2,,
4503837,"Laredo Oil, Inc.",LRDC,2024,127.126,-632.542,-3333.672,-3315.743,-510.765,887.733,1640.782,2804.638,36.482,
4503837,"Laredo Oil, Inc.",LRDC,2025,83.294,-1649.834,-2668.556,-2635.003,-489.265,825.701,2460.987,1448.018,9.423,
4508682,Tombstone Exploration Corporation,TMBX.F,2020,176.12,-370.632,-1388.055,-1387.702,-52.12,,298.5,3052.512,,
4508682,Tombstone Exploration Corporation,TMBX.F,2021,166.747,-318.623,-1042.057,-1041.773,-20.929,,577.5,3039.69,,
4509697,AECOM,ACM,2020,1708332,329622,521225,722601,-159914,2019136,223,12998951,13239976,
4509697,AECOM,ACM,2021,1229196,704670,651249,817449,-238352,2127440,4369,11733954,13340852,
4509697,AECOM,ACM,2022,1172209,713636,705765,871751,-110274,2124686,5032,11139315,13148182,
4509697,AECOM,ACM,2023,1260206,695980,797890,968715,-159342,2073569,3085,11233398,14378461,
4509697,AECOM,ACM,2024,1580877,827490,932736,1103948,-185420,2418230,3080,12061669,16105498,
4509697,AECOM,ACM,2025,1585739,821602,1065264,1233781,-184304,2605720,4069,12200249,16139622,
4511288,Powertap Hydrogen Capital Corp.,MOTN.F,2020,471.301598888064,-276.532009251043,-68770.3381647191,,-9.44872738198527,29.40635912,,4073.0446601931,-66485.2847712819,
4511288,Powertap Hydrogen Capital Corp.,MOTN.F,2021,6427.37120248255,-8113.79987218229,-13335.6016180565,-12633.6178483571,,32.28592416,,99978.8350112889,,
4511288,Powertap Hydrogen Capital Corp.,MOTN.F,2022,841.04654317787,-6457.42225248865,-73299.7565445387,-64464.5032427266,,31.05469508,110.891657926418,9948.66503574651,,
4511288,Powertap Hydrogen Capital Corp.,MOTN.F,2023,16.469566539415,-1604.46982327664,-9456.45449785403,-1106.35445543372,-0.492833831943925,,208.59235775983,301.464280479065,,
4512023,"Caesars Entertainment, Inc.",CZR,2020,1776000,-582000,102000,685000,-1212000,14163000,,36385000,3628000,
4512023,"Caesars Entertainment, Inc.",CZR,2021,1070000,1172000,1706000,2832000,-2311000,13750000,,38031000,9570000,
4512023,"Caesars Entertainment, Inc.",CZR,2022,1038000,975000,1861000,3066000,-2277000,12659000,,33527000,10821000,
4512023,"Caesars Entertainment, Inc.",CZR,2023,1005000,1809000,2554000,3815000,-2354000,12224000,,33366000,11528000,
4512023,"Caesars Entertainment, Inc.",CZR,2024,866000,1075000,2275000,3599000,-2377000,12033000,,32590000,11245000,
4513682,The Brink's Company,BCO,2020,620900,317700,215500,421000,-96500,2239600,14200,5135600,3690900,
4513682,The Brink's Company,BCO,2021,710300,478000,290800,530300,-112200,2711800,9800,5566700,4200200,
4513682,The Brink's Company,BCO,2022,972000,479900,388900,633700,-138800,3124000,47200,6366000,4535500,
4513682,The Brink's Company,BCO,2023,1176600,702400,501700,776300,-203800,3086200,151700,6601800,4874600,
4513682,The Brink's Company,BCO,2024,1395300,426000,447600,740900,-235400,3431500,149300,6623100,5011900,
4530355,Third Bench Inc.,THBD,2020,0.327,-100.818,-437.948,-436.598,-265.847,,1548.853,7.533,1.76,
4533245,"CF Industries Holdings, Inc.",CF,2020,683000,1231000,596000,1488000,-179000,3712000,,12023000,4124000,
4533245,"CF Industries Holdings, Inc.",CF,2021,1628000,2873000,2180000,3068000,-184000,3465000,,12375000,6538000,
4533245,"CF Industries Holdings, Inc.",CF,2022,2323000,3855000,5571000,6421000,-344000,2965000,,13313000,11186000,
4533245,"CF Industries Holdings, Inc.",CF,2023,2032000,2757000,2263000,3132000,-150000,2968000,,14376000,6631000,
4533245,"CF Industries Holdings, Inc.",CF,2024,1614000,2271000,1725000,2650000,-121000,2971000,,13466000,5936000,
4535191,Warby Parker Inc.,WRBY,2020,314085,32758,-55632,-37869,-97,,,444751,393719,
4535191,Warby Parker Inc.,WRBY,2021,256416,-31994,-115044,-93493,-347,,,440646,540798,
4535191,Warby Parker Inc.,WRBY,2022,208585,10370,-108021,-76157,,,,568707,598112,
4535191,Warby Parker Inc.,WRBY,2023,216894,60991,-68766,-30212,,,,580312,669765,
4535191,Warby Parker Inc.,WRBY,2024,254161,98744,-28596,17269,,,,676490,771315,
4535411,Talen Energy Corporation,TLN,2021,276000,-294000,-1048000,-426000,-325000,3789000,853000,10130000,1775000,
4535411,Talen Energy Corporation,TLN,2022,724000,187000,774000,1390000,-359000,4052000,848000,10722000,2412000,
4535411,Talen Energy Corporation,TLN,2023,400000,864000,470000,977000,-339000,2817000,6000,7121000,2439000,
4535411,Talen Energy Corporation,TLN,2024,328000,256000,227000,648000,-238000,2987000,,6106000,2073000,
4535534,"Sparx Holdings Group, Inc.",SHGI,2022,,0,-5.743,,,,,,,
4535534,"Sparx Holdings Group, Inc.",SHGI,2023,100.219,-31.085,-47.685,,,,,125.219,,
4535534,"Sparx Holdings Group, Inc.",SHGI,2024,74.552,-108.943,-109.559,,,,,95.162,,
4535534,"Sparx Holdings Group, Inc.",SHGI,2025,57.625,-39.504,-42.285,,,,,57.625,,
4535992,"Century Communities, Inc.",CCS,2020,394001,340578,272451,285592,,894875,62084,2845093,3161192,
4535992,"Century Communities, Inc.",CCS,2021,316310,-201153,658722,669634,,998936,,3496876,4216314,
4535992,"Century Communities, Inc.",CCS,2022,296724,315347,704856,716079,,1019412,,3773767,4505916,
4535992,"Century Communities, Inc.",CCS,2023,226150,41628,355654,371428,,1062471,,4139362,3692185,
4535992,"Century Communities, Inc.",CCS,2024,149998,125695,446298,470584,,1107909,135500,4532472,4398288,
4542251,BlueLinx Holdings Inc.,BXC,2020,82,55019,127704,156605,-47414,321270,,1048130,3097328,
4542251,BlueLinx Holdings Inc.,BXC,2021,85203,145023,425715,453907,-45507,291271,,1317454,4277178,
4542251,BlueLinx Holdings Inc.,BXC,2022,298943,400297,435009,462622,-45500,292424,,1490042,4450214,
4542251,BlueLinx Holdings Inc.,BXC,2023,521743,306285,101698,133741,-44654,293743,,1537601,3136381,
4542251,BlueLinx Holdings Inc.,BXC,2024,505622,85178,85845,124333,-47169,295061,,1577717,2952532,
4544117,"Village Farms International, Inc.",VFF,2020,21640,5678,-10973,-4026,-2056,53913,17314,354031,170086,
4544117,"Village Farms International, Inc.",VFF,2021,53417,-39567,-7758,5867,-2835,50419,7760,566911,268020,
4544117,"Village Farms International, Inc.",VFF,2022,16676,-19889,-44768,-31714,-3244,43821,7529,465285,293572,
4544117,"Village Farms International, Inc.",VFF,2023,30291,5315,-16075,-149,-4509,38925,4000,463989,285603,
4544117,"Village Farms International, Inc.",VFF,2024,24631,10348,-23648,-4810,-3365,32420,4000,389306,336181,
4547143,Avalon Holdings Corporation,AWX,2020,4210,2571,124,3033,-1210,21941,,77950,58720,
4547143,Avalon Holdings Corporation,AWX,2021,3254,2363,561,3673,-1158,19376,,78037,70383,
4547143,Avalon Holdings Corporation,AWX,2022,1624,2259,347,3830,-1464,31308,,89750,81180,
4547143,Avalon Holdings Corporation,AWX,2023,1187,2355,111,3937,-2098,32420,,87965,80899,
4547143,Avalon Holdings Corporation,AWX,2024,2803,3373,3075,6981,-2040,31846,,86186,83795,
4547508,Keurig Dr Pepper Inc.,KDP,2020,240000,2456000,2456000,3109000,-604000,11150000,,49779000,11618000,
4547508,Keurig Dr Pepper Inc.,KDP,2021,567000,2874000,3029000,3737000,-500000,11711000,149000,50598000,12683000,
4547508,Keurig Dr Pepper Inc.,KDP,2022,535000,2837000,2874000,3583000,-693000,11266000,399000,51837000,14057000,
4547508,Keurig Dr Pepper Inc.,KDP,2023,267000,1329000,3221000,3941000,-496000,10131000,2096000,52130000,14814000,
4547508,Keurig Dr Pepper Inc.,KDP,2024,510000,2219000,3396000,4129000,-735000,13946000,1616000,53430000,15351000,
4550297,Civeo Corporation,CVEO,2020,6155,117361,-3068,93479,-16687,214000,,740853,529729,
4550297,Civeo Corporation,CVEO,2021,6282,88534,13987,97088,-12964,142602,,672734,594463,
4550297,Civeo Corporation,CVEO,2022,7954,91773,22739,109953,-11474,102505,,566184,697052,
4550297,Civeo Corporation,CVEO,2023,3323,96565,22292,97434,-13177,65554,,548062,700805,
4550297,Civeo Corporation,CVEO,2024,5204,83510,7169,75207,-7973,43299,,405072,682122,
4550347,"XPLR Infrastructure, LP",XIFR,2020,108000,665000,255000,629000,-620000,4158000,,12562000,917000,
4550347,"XPLR Infrastructure, LP",XIFR,2021,147000,677000,81000,449000,,5889000,,18976000,722000,
4550347,"XPLR Infrastructure, LP",XIFR,2022,226000,776000,8000,545000,,5250000,,23052000,969000,
4550347,"XPLR Infrastructure, LP",XIFR,2023,274000,731000,-25000,578000,-394000,4941000,,22511000,1078000,
4550347,"XPLR Infrastructure, LP",XIFR,2024,283000,800000,103000,735000,-170000,4609000,,20292000,1230000,
4552929,"J.Jill, Inc.",JILL,2020,21527,32653,21032,58948,-19571,231200,,633988,691345,
4552929,"J.Jill, Inc.",JILL,2021,4407,-34811,-97821,-64137,-18229,228712,11146,497182,426730,
4552929,"J.Jill, Inc.",JILL,2022,35957,74999,60020,89279,-19086,202116,,451849,585206,
4552929,"J.Jill, Inc.",JILL,2023,87053,74425,81747,107500,-21288,205236,,466417,618528,
4552929,"J.Jill, Inc.",JILL,2024,62172,63313,87539,110460,-26773,120595,,428180,608043,
4552929,"J.Jill, Inc.",JILL,2025,35427,65036,78076,99401,-15701,69419,,417699,610857,
4557633,USD Partners LP,USDP,2020,3040,50571,27977,50457,-10088,198223,,237548,169120,
4557633,USD Partners LP,USDP,2021,5541,57886,25885,49052,-6990,167370,,247016,203802,
4557633,USD Partners LP,USDP,2022,2530,37241,11927,31570,-10670,3587,,126776,111098,
4558091,Brunswick Corporation,BC,2020,519600,798300,543000,696400,-67300,908300,,3770600,4347500,
4558091,Brunswick Corporation,BC,2021,354500,574000,828400,1006500,-65900,1779000,,5425000,5846200,
4558091,Brunswick Corporation,BC,2022,595600,586100,972700,1203900,-98100,2420000,,6321300,6812200,
4558091,Brunswick Corporation,BC,2023,467800,733600,791700,1064600,-112400,1975700,,6230500,6401400,
4558091,Brunswick Corporation,BC,2024,269000,431400,434700,723500,-126600,2097800,115000,5677700,5237100,
4560517,Amplify Energy Corp.,AMPY,2020,10364,74330,-442892,80518,-20522,260516,,384759,202144,
4560517,Amplify Energy Corp.,AMPY,2021,18799,62969,-30710,3969,-12099,230000,,455100,336216,
4560517,Amplify Energy Corp.,AMPY,2022,,64485,45066,76097,-14101,190000,,459478,408256,
4560517,Amplify Energy Corp.,AMPY,2023,20746,141590,78297,114252,-17719,115000,,737674,289696,
4560517,Amplify Energy Corp.,AMPY,2024,,51293,32911.1,73935.1,-14599,127000,,747076,294680.1,
4561493,Hess Midstream LP,HESM,2020,2600,641700,576500,733400,-94700,1900100,,3374500,1091900,
4561493,Hess Midstream LP,HESM,2021,2200,795500,727200,892800,-105400,2543500,,3485600,1203800,
4561493,Hess Midstream LP,HESM,2022,3100,861100,791200,972500,-149300,2883100,,3588200,1275200,
4561493,Hess Midstream LP,HESM,2023,5400,866400,816900,1009400,-179000,3198900,,3789500,1348600,
4561493,Hess Midstream LP,HESM,2024,4300,940300,919000,1122100,-202200,3449400,,4151000,1495500,
4561611,Sunoco LP,SUN,2020,97000,502000,419000,608000,-177000,3003000,,5267000,10710000,
4561611,Sunoco LP,SUN,2021,25000,543000,735000,912000,-163000,3149000,,5815000,17596000,
4561611,Sunoco LP,SUN,2022,82000,561000,665000,858000,-183000,3477000,,6830000,25729000,
4561611,Sunoco LP,SUN,2023,29000,600000,628000,815000,-220000,3486000,,6826000,23068000,
4561611,Sunoco LP,SUN,2024,94000,549000,939000,1307000,-404000,7352000,,14375000,22693000,
4563374,"Camber Energy, Inc.",CEIN,2020,3976.783,1076.098,-4025.331,10599.67,-27019.12,78775.796,559.122,115757.879,40266.78,
4563374,"Camber Energy, Inc.",CEIN,2021,3467.938,-1999.477,1330.971,9246.819,-13757.063,3465.692,4100,58150.856,37987.964,
