SP_ENTITY_ID,SP_COMPANY_NAME,SP_TICKER,fiscal_year,iq_cash_equiv,iq_cash_oper,iq_ebit,iq_ebitda,iq_interest_exp,iq_lt_debt,iq_st_debt,iq_total_assets,iq_total_rev,pcd_total_liab
4013931,"UFP Industries, Inc.",UFPI,2024,1171828,642571,498399,646561,-12709,229830,,4150938,6652309,
4014079,Ball Corporation,BALL,2020,1366000,1432000,1265000,1933000,-275000,7773000,14000,18252000,11781000,
4014079,Ball Corporation,BALL,2021,563000,1760000,1433000,2133000,-270000,7710000,12000,19714000,13811000,
4014079,Ball Corporation,BALL,2022,548000,301000,1101000,1695000,-313000,7530000,405000,19909000,13372000,
4014079,Ball Corporation,BALL,2023,695000,1863000,1171000,1776000,-460000,7497000,206000,19303000,12062000,
4014079,Ball Corporation,BALL,2024,885000,115000,1183000,1794000,-293000,5307000,144000,17628000,11795000,
4014547,Owens Corning,OC,2020,717000,1135000,872000,1345000,-124000,3067000,,9481000,7055000,
4014547,Owens Corning,OC,2021,959000,1503000,1412000,1901000,-121000,2886000,,10015000,8498000,
4014547,Owens Corning,OC,2022,1099000,1760000,1790000,2295000,-102000,2889000,,10752000,9761000,
4014547,Owens Corning,OC,2023,1615000,1719000,1658000,2166000,-76000,2493000,,11237000,9677000,
4014547,Owens Corning,OC,2024,361000,1892000,1898000,2562000,-212000,4832000,,14075000,10975000,
4014726,"Air Products and Chemicals, Inc.",APD,2020,5253000,3264700,2248700,3433700,-109300,7422600,7700,25168500,8856300,
4014726,"Air Products and Chemicals, Inc.",APD,2021,4468900,3341900,2351600,3672900,-141800,7169700,2400,26859200,10323000,
4014726,"Air Products and Chemicals, Inc.",APD,2022,2711000,3230200,2388400,3726600,-128000,7169400,10700,27192600,12698600,
4014726,"Air Products and Chemicals, Inc.",APD,2023,1617000,3206300,2435900,3794200,-177500,9510800,259500,32002500,12600000,
4014726,"Air Products and Chemicals, Inc.",APD,2024,2979700,3646700,2847600,4298700,-238200,13565200,83500,39574600,12100600,
4014726,"Air Products and Chemicals, Inc.",APD,2025,1856000,3256800,-812600,751600,-187000,16917000,34700,41059500,12037300,
4014818,Lear Corporation,LEA,2020,1306700,663100,593400,1133300,-99600,2298900,,13198600,17045500,
4014818,Lear Corporation,LEA,2021,1318300,670100,796800,1362200,-91800,2595200,,13352400,19263100,
4014818,Lear Corporation,LEA,2022,1114900,1021400,802400,1370000,-98600,2591200,9900,13763000,20891500,
4014818,Lear Corporation,LEA,2023,1196300,1249300,1054000,1656500,-101100,2742600,27500,14695500,23466900,
4014818,Lear Corporation,LEA,2024,1052900,1120100,1029200,1649900,-106200,2733300,26700,14027500,23306000,
4014951,"Simpson Manufacturing Co., Inc.",SSD,2020,274639,207572,252031,290798,-2284,,,1232569,1267945,
4014951,"Simpson Manufacturing Co., Inc.",SSD,2021,301155,151295,367469,409946,-850,,,1484125,1573217,
4014951,"Simpson Manufacturing Co., Inc.",SSD,2022,300742,399821,488693,549583,-8027,554539,,2503971,2116087,
4014951,"Simpson Manufacturing Co., Inc.",SSD,2023,429822,427022,479505,554212,-4486,458791,,2704724,2213803,
4014951,"Simpson Manufacturing Co., Inc.",SSD,2024,239371,338160,435341,520740,-2271,362563,,2736168,2232139,
4016692,Moog Inc.,MOG.A,2020,84583,279177,234884,321856,-38897,929982,,3225831,2884554,
4016692,Moog Inc.,MOG.A,2021,99599,293226,238167,328326,-33892,823355,,3433169,2851993,
4016692,Moog Inc.,MOG.A,2022,101990,246802,258578,346967,-36757,836872,,3431841,3035783,
4016692,Moog Inc.,MOG.A,2023,68959,139651,303943,393247,-59838,863092,,3808036,3316190,
4016692,Moog Inc.,MOG.A,2024,61694,197862,385697,481724,-66330,874139,,4077647,3608960,
4016692,Moog Inc.,MOG.A,2025,62013,273086,401990,505718,-72075,944123,,4426055,3860624,
4019141,Aramark,ARMK,2020,2509188,176682,-198819,396376,-368534,9182785,,15712684,12829559,
4019141,Aramark,ARMK,2021,532591,657079,30044,580736,-413713,7339890,,14376164,12095965,
4019141,Aramark,ARMK,2022,329452,694499,382843,780818,-384857,7225917,,15082436,13687269,
4019141,Aramark,ARMK,2023,1927088,766429,636828,1046685,-467286,5070482,,16871241,16083212,
4019141,Aramark,ARMK,2024,672483,726514,726210,1161757,-389192,4266731,,12674371,17400701,
4019141,Aramark,ARMK,2025,639095,921035,854046,1330391,-364376,5331473,,13304629,18506299,
4019144,Hilton Worldwide Holdings Inc.,HLT,2020,3218000,708000,-112000,219000,-429000,10317000,,16755000,1600000,
4019144,Hilton Worldwide Holdings Inc.,HLT,2021,1427000,109000,1032000,1220000,-397000,8595000,,15441000,2444000,
4019144,Hilton Worldwide Holdings Inc.,HLT,2022,1209000,1681000,2111000,2273000,-415000,8582000,,15512000,3736000,
4019144,Hilton Worldwide Holdings Inc.,HLT,2023,800000,1946000,2266000,2413000,-464000,9052000,,15401000,4408000,
4019144,Hilton Worldwide Holdings Inc.,HLT,2024,1301000,2013000,2355000,2501000,-569000,10534000,,16522000,4746000,
4019417,"Wolverine World Wide, Inc.",WWW,2020,347400,309100,83000,115800,-43600,712500,,2137400,1791100,
4019417,"Wolverine World Wide, Inc.",WWW,2021,161700,86800,148600,181800,-37400,731900,225000,2586400,2414900,
4019417,"Wolverine World Wide, Inc.",WWW,2022,131500,-178900,126300,160900,-47300,723000,425000,2492700,2684800,
4019417,"Wolverine World Wide, Inc.",WWW,2023,179000,121800,29100,64200,-63500,605800,305000,2062800,2242900,
4019417,"Wolverine World Wide, Inc.",WWW,2024,152100,180100,104400,130600,-42700,568000,70000,1668800,1755000,
4019729,Meritage Homes Corporation,MTH,2020,745621,530360,553981,585033,-2177,1020085,,3864398,4501217,
4019729,Meritage Homes Corporation,MTH,2021,618335,-152092,970576,996821,-318,1160038,,4807533,5141317,
4019729,Meritage Homes Corporation,MTH,2022,861561,405270,1286645,1311393,-41,1150647,,5772101,6292203,
4019729,Meritage Homes Corporation,MTH,2023,921227,355572,902389,927723,,1008215,,6353134,6138263,
4019729,Meritage Homes Corporation,MTH,2024,651555,-227576,958345,984304,,1335878,,7162654,6395035,
4020424,WillScot Holdings Corporation,WSC,2020,24937,304812,239049,293807,-119319,2397764,,5572205,1272991,
4020424,WillScot Holdings Corporation,WSC,2021,6393,539902,303039,367451,-116358,2623390,,5773599,1672980,
4020424,WillScot Holdings Corporation,WSC,2022,7390,744658,496570,558950,-146278,3001996,,5827651,2142623,
4020424,WillScot Holdings Corporation,WSC,2023,10958,761240,660114,733035,-205040,3444798,,6137915,2364767,
4020424,WillScot Holdings Corporation,WSC,2024,9001,561644,609092,691921,-227311,3564312,,6034911,2395718,
4020605,A. O. Smith Corporation,AOS,2020,573100,562100,441000,521000,-7300,106400,,3160700,2895300,
4020605,A. O. Smith Corporation,AOS,2021,443300,641100,608900,686800,-4300,189900,,3474400,3538900,
4020605,A. O. Smith Corporation,AOS,2022,391200,391400,624100,701000,-9400,334500,,3332300,3753900,
4020605,A. O. Smith Corporation,AOS,2023,339900,670300,740900,819200,-12000,117300,,3213900,3852800,
4020605,A. O. Smith Corporation,AOS,2024,239600,581800,698700,777500,-6700,183200,,3240000,3818100,
4021623,"Watsco, Inc.",WSO,2020,146067,534379,390260,416168,-1239,,,2484347,5054928,
4021623,"Watsco, Inc.",WSO,2021,118268,349566,609466,637593,-996,89000,,3085861,6280192,
4021623,"Watsco, Inc.",WSO,2022,147505,571964,809824,841507,-2165,,,3488214,7274344,
4021623,"Watsco, Inc.",WSO,2023,210112,561954,771424,806514,-4920,15400,,3729182,7283767,
4021623,"Watsco, Inc.",WSO,2024,526271,773102,748042,788864,,,,4479523,7618317,
4021829,Norfolk Southern Corporation,NSC,2020,1115000,3637000,3478000,4632000,-625000,12611000,,37962000,9789000,
4021829,Norfolk Southern Corporation,NSC,2021,839000,4255000,4549000,5730000,-646000,13799000,,38493000,11142000,
4021829,Norfolk Southern Corporation,NSC,2022,456000,4222000,4809000,6030000,-692000,14897000,100000,38885000,12745000,
4021829,Norfolk Southern Corporation,NSC,2023,1568000,3179000,3967000,5265000,-722000,17692000,,41652000,12156000,
4021829,Norfolk Southern Corporation,NSC,2024,1641000,4052000,4579000,5932000,-807000,17172000,,43682000,12123000,
4021939,Lennox International Inc.,LII,2020,123900,612400,481300,553900,-29700,941400,,2032500,3634100,
4021939,Lennox International Inc.,LII,2021,31000,515500,580100,652500,-26000,1197500,,2171900,4194100,
4021939,Lennox International Inc.,LII,2022,52600,302300,651100,729000,-39800,785900,,2567600,4718400,
4021939,Lennox International Inc.,LII,2023,60700,736200,829000,915000,-56000,1110400,150000,2798300,4981900,
4021939,Lennox International Inc.,LII,2024,415100,945700,1034000,1129100,-44100,793600,,3471800,5341300,
4021980,Tidewater Inc.,TDW,2020,149933,3986,-121248,-48218,-24156,164934,,1251177,397038,
4021980,Tidewater Inc.,TDW,2021,149037,15006,-76266,-3043,-15583,167885,,1095780,371033,
4021980,Tidewater Inc.,TDW,2022,164192,40226,28613,112135,-17189,169036,,1297656,647684,
4021980,Tidewater Inc.,TDW,2023,274437,104705,176165,301142,-48472,631361,,2062774,1009985,
4021980,Tidewater Inc.,TDW,2024,324918,273849,295652,446818,-72967,571710,,2074904,1345835,
4022058,Dollar General Corporation,DG,2020,240320,2237998,2336904,2841708,-100574,2911993,,22825084,27753973,
4022058,Dollar General Corporation,DG,2021,1376577,3876159,3557465,4131702,-150385,4130975,,25862624,33746839,
4022058,Dollar General Corporation,DG,2022,344829,2865811,3223275,3864591,-157526,4172068,,26327371,34220449,
4022058,Dollar General Corporation,DG,2023,381576,1984555,3330402,4055279,-211273,7009399,,29083367,37844863,
4022058,Dollar General Corporation,DG,2024,537283,2391798,2453000,3301793,-326781,6231539,,30795591,38691609,
4022058,Dollar General Corporation,DG,2025,932576,2996064,1940774,2912477,-274320,5719025,,31132733,40612308,
4022066,Eastman Chemical Company,EMN,2020,564000,1455000,984000,1558000,-210000,5320000,50000,16083000,8473000,
4022066,Eastman Chemical Company,EMN,2021,459000,1619000,1867000,2405000,-198000,4417000,,15519000,10476000,
4022066,Eastman Chemical Company,EMN,2022,493000,975000,1248000,1725000,-182000,4025000,326000,14667000,10580000,
4022066,Eastman Chemical Company,EMN,2023,548000,1374000,1069000,1544000,-225000,4366000,,14633000,9210000,
4022066,Eastman Chemical Company,EMN,2024,837000,1287000,1383000,1892000,-216000,4621000,,15213000,9382000,
4022445,ITT Inc.,ITT,2020,859800,436900,342800,455000,,13000,104300,4277600,2477800,
4022445,ITT Inc.,ITT,2021,647500,-7600,432500,545600,,9900,195400,3565400,2765000,
4022445,ITT Inc.,ITT,2022,561200,277800,451700,559100,-10900,7700,448800,3780300,2987700,
4022445,ITT Inc.,ITT,2023,489200,537700,526600,635800,-19200,5700,185400,3932600,3283000,
4022445,ITT Inc.,ITT,2024,439300,562100,628500,765800,-36600,232600,425000,4710700,3630700,
4023192,U-Haul Holding Company,UHAL,2020,494352,1075513,538316,1202436,-160950,3886421,,13438024,3978868,
4023192,U-Haul Holding Company,UHAL,2021,1194012,1535395,963441,1627442,-163502,4155284,,14651606,4541985,
4023192,U-Haul Holding Company,UHAL,2022,2704137,1946235,1640833,2337788,-167424,5675104,,17299581,5739747,
4023192,U-Haul Holding Company,UHAL,2023,2060524,1729610,1449960,2183839,-223958,5884837,,18100734,5864691,
4023192,U-Haul Holding Company,UHAL,2024,1534544,1452756,984245,1802134,-256175,6153721,,19058758,5625674,
4023192,U-Haul Holding Company,UHAL,2025,988828,1454429,730424,1702357,-295716,6545471,,20479170,5828665,
4024109,Service Corporation International,SCI,2020,230857,804351,833422,1091568,-163063,3412427,32352,14515425,3511509,
4024109,Service Corporation International,SCI,2021,268626,920608,1165678,1443148,-150610,3798679,39043,15691178,4143143,
4024109,Service Corporation International,SCI,2022,191938,825725,920273,1208081,-172109,4172715,39695,15066037,4108661,
4024109,Service Corporation International,SCI,2023,221557,869043,932988,1244230,-239447,4561225,36562,16355400,4099778,
4024109,Service Corporation International,SCI,2024,218766,944912,932359,1260302,-257771,4641203,30173,17379438,4186379,
4024677,Core Laboratories Inc.,CLB,2020,13806,57868,49627,70494,-14372,261924,,568579,487267,
4024677,Core Laboratories Inc.,CLB,2021,17703,36579,41297,59813,-9152,194082,,580853,470252,
4024677,Core Laboratories Inc.,CLB,2022,15428,24956,43054,60215,-11570,172386,,578354,489735,
4024677,Core Laboratories Inc.,CLB,2023,15120,24789,56362,72146,-13430,163134,,586395,509790,
4024677,Core Laboratories Inc.,CLB,2024,19157,56388,52100,67053,-12369,126111,,590406,523848,
4025264,Olin Corporation,OLN,2020,189700,433000,-19000,549400,-292700,3834500,,8270900,5758000,
4025264,Olin Corporation,OLN,2021,180500,1741000,1910800,2493300,-348000,2576300,,8517700,8910600,
4025264,Olin Corporation,OLN,2022,194000,1921900,1829000,2427800,-143900,2570100,,8044200,9376200,
4025264,Olin Corporation,OLN,2023,170300,974300,776700,1310100,-181100,2591300,,7713200,6833000,
4025264,Olin Corporation,OLN,2024,175600,503200,355800,873900,-184500,2713200,,7579100,6540100,
4025308,Xcel Energy Inc.,XEL,2020,129000,2848000,2108000,4190000,-840000,19645000,584000,53957000,11526000,
4025308,Xcel Energy Inc.,XEL,2021,166000,2189000,2205000,4462000,-842000,21779000,1005000,57851000,13431000,
4025308,Xcel Energy Inc.,XEL,2022,111000,3932000,2459000,5013000,-953000,22813000,813000,61188000,15310000,
4025308,Xcel Energy Inc.,XEL,2023,129000,5327000,2613000,5180000,-1055000,24913000,785000,64079000,14206000,
4025308,Xcel Energy Inc.,XEL,2024,179000,4641000,2407000,5282000,-1255000,27316000,695000,70035000,13441000,
4025819,"Yum! Brands, Inc.",YUM,2020,730000,1305000,1697000,1843000,-558000,10334000,,5852000,5652000,
4025819,"Yum! Brands, Inc.",YUM,2021,486000,1706000,2164000,2328000,-551000,11175000,,5966000,6584000,
4025819,"Yum! Brands, Inc.",YUM,2022,367000,1427000,2136000,2282000,-558000,11404000,,5846000,6842000,
4025819,"Yum! Brands, Inc.",YUM,2023,512000,1603000,2368000,2521000,-602000,11100000,,6231000,7076000,
4025819,"Yum! Brands, Inc.",YUM,2024,616000,1689000,2539000,2714000,-542000,11247000,,6727000,7549000,
4032515,HNI Corporation,HNI,2020,116120,214500,100700,159100,-7000,174524,,1418032,1955400,
4032515,HNI Corporation,HNI,2021,52300,131600,99400,158900,-7200,174600,,1497900,2184400,
4032515,HNI Corporation,HNI,2022,17400,81200,120300,180100,-8800,188800,,1414500,2361800,
4032515,HNI Corporation,HNI,2023,28900,267500,177300,250600,-25500,428300,,1928800,2434000,
4032515,HNI Corporation,HNI,2024,22500,226700,217800,305200,-27200,294300,,1875100,2526400,
4040318,Golf Entertainment Group Inc.,GLFE,2020,47786,-1325,-34080,-6928,-10968,51382,,457054,219987,
4040318,Golf Entertainment Group Inc.,GLFE,2021,58286,254,-15589,8429,-10698,51374,,482790,281864,
4040318,Golf Entertainment Group Inc.,GLFE,2022,12345,15446,-26384,-701,-13666,51369,,457981,325743,
4040318,Golf Entertainment Group Inc.,GLFE,2023,12407,13191,-1763,28262,-13167,74836,2794,435873,369472,
4040318,Golf Entertainment Group Inc.,GLFE,2024,10235,47388,-2464,25912,-17485,51339,2258,402032,343643,
4040505,General Dynamics Corporation,GD,2020,2824000,3799000,4212000,5090000,-489000,9995000,,51308000,37925000,
4040505,General Dynamics Corporation,GD,2021,1603000,4251000,4381000,5271000,-431000,10490000,,50073000,38469000,
4040505,General Dynamics Corporation,GD,2022,1242000,4599000,4601000,5485000,-391000,9243000,,51585000,39407000,
4040505,General Dynamics Corporation,GD,2023,1913000,4706000,3707000,4570000,-399000,8754000,,54810000,42272000,
4040505,General Dynamics Corporation,GD,2024,1697000,4106000,4769000,5655000,-393000,7260000,,55880000,47716000,
4040823,Equifax Inc.,EFX,2020,1684600,946200,692800,1092100,-141600,3277300,1101100,9611800,4127500,
4040823,Equifax Inc.,EFX,2021,224700,1334800,1138200,1627800,-145600,4470100,824800,11040900,4923900,
4040823,Equifax Inc.,EFX,2022,285200,757100,1090300,1658900,-183000,4820100,566800,11547900,5122200,
4040823,Equifax Inc.,EFX,2023,216800,1116800,966500,1586300,-241400,4747800,196000,12280000,5265200,
4040823,Equifax Inc.,EFX,2024,169900,1324500,1076800,1757400,-229100,4322800,286500,11759400,5681100,
4041526,"Trinity Industries, Inc.",TRN,2020,128500,651700,231600,490100,-211000,448200,,8701800,1749700,
4041526,"Trinity Industries, Inc.",TRN,2021,163900,611800,174200,439900,-191400,398700,,8235900,1516000,
4041526,"Trinity Industries, Inc.",TRN,2022,77000,-12800,181600,458000,-209100,624100,,8724300,1977300,
4041526,"Trinity Industries, Inc.",TRN,2023,105700,295600,324500,617700,-265500,794600,,8906500,2983300,
4041526,"Trinity Industries, Inc.",TRN,2024,228200,573800,431800,725600,-273500,597800,,8832200,3079200,
4042041,Steel Partners Holdings L.P.,SPLP,2020,135788,324090,126310,191643,-29514,2560507,397,3934378,1310636,
4042041,Steel Partners Holdings L.P.,SPLP,2021,325363,77771,200147,260668,-22250,753383,100,2675229,1524896,
4042041,Steel Partners Holdings L.P.,SPLP,2022,234448,-210230,175044,228799,-20649,373501,685,3235849,1695441,
4042041,Steel Partners Holdings L.P.,SPLP,2023,577928,21222,165224,221789,-18400,361294,,3990440,1905457,
4042041,Steel Partners Holdings L.P.,SPLP,2024,404442,363282,231628,290938,-8015,276833,,3580267,2027848,
4042668,Blue Bird Corporation,BLBD,2020,44507,3459,26779,40479,-12252,164204,,317415,879221,
4042668,Blue Bird Corporation,BLBD,2021,11709,-54241,11694,25140,-9682,194573,,356020,683995,
4042668,Blue Bird Corporation,BLBD,2022,10479,-24437,-37191,-24241,-14675,150390,,366126,800637,
4042668,Blue Bird Corporation,BLBD,2023,78988,119928,50945,65123,-18012,110544,,417766,1132793,
4042668,Blue Bird Corporation,BLBD,2024,127687,111112,139189,152409,-10579,89994,,524894,1347154,
4042668,Blue Bird Corporation,BLBD,2025,229313,176214,168914,182900,-7202,85324,,625255,1480099,
4044522,Icahn Enterprises L.P.,IEP,2020,1679000,-416000,-1858000,-1352000,-688000,7978000,,24989000,6140000,
4044522,Icahn Enterprises L.P.,IEP,2021,2321000,321000,-29000,483000,-666000,7620000,,27746000,11216000,
4044522,Icahn Enterprises L.P.,IEP,2022,2337000,1055000,763000,1267000,-568000,7032000,,27914000,14285000,
4044522,Icahn Enterprises L.P.,IEP,2023,2951000,3736000,90000,604000,-554000,7137000,,20858000,10912000,
4044522,Icahn Enterprises L.P.,IEP,2024,2603000,832000,20000,528000,-523000,6726000,,16279000,10025000,
4044801,Archer-Daniels-Midland Company,ADM,2020,666000,-2386000,1806000,2737000,-339000,7885000,2042000,49719000,64355000,
4044801,Archer-Daniels-Midland Company,ADM,2021,943000,6595000,2877000,3840000,-265000,8011000,958000,56136000,85249000,
4044801,Archer-Daniels-Midland Company,ADM,2022,1037000,3478000,4171000,5130000,-396000,7735000,503000,59774000,101556000,
4044801,Archer-Daniels-Midland Company,ADM,2023,1368000,4460000,4000000,4987000,-647000,8259000,105000,54631000,93935000,
4044801,Archer-Daniels-Midland Company,ADM,2024,611000,2790000,2011000,3063000,-706000,7580000,1903000,53271000,85530000,
4045081,Envela Corporation,ELA,2020,9218.036,6897.091,6787.063,7515.689,-620.499,13293.468,,40579.092,113922.015,
4045081,Envela Corporation,ELA,2021,10138.148,2805.063,9496.969,10423.064,-704.051,15970.337,1700,59267.315,140966.078,
4045081,Envela Corporation,ELA,2022,17169.969,10019.885,13944.529,15396.363,-483.693,14726.703,,71277.209,182685.854,
4045081,Envela Corporation,ELA,2023,17853.853,5842.708,8756.789,10118.853,-463.201,13572.048,,73474.229,175263.826,
4045081,Envela Corporation,ELA,2024,20609.003,10190.64,8158.881,9710.655,-447.383,9930.828,,77870.489,180376.229,
4046286,"Marriott International, Inc.",MAR,2020,877000,1639000,467000,829000,-445000,9057000,,24701000,2119000,
4046286,"Marriott International, Inc.",MAR,2021,1393000,1177000,1758000,2061000,-420000,9194000,,25553000,3415000,
4046286,"Marriott International, Inc.",MAR,2022,507000,2363000,3474000,3785000,-403000,9249000,,24815000,5356000,
4046286,"Marriott International, Inc.",MAR,2023,338000,3170000,3924000,4272000,-565000,11197000,,25674000,6300000,
4046286,"Marriott International, Inc.",MAR,2024,396000,2749000,3875000,4258000,-695000,13023000,,26182000,6618000,
4046290,"Choice Hotels International, Inc.",CHH,2020,234779,110061,136418,170274,-49028,1058738,,1587333,371504,
4046290,"Choice Hotels International, Inc.",CHH,2021,511605,383696,429202,465596,-46680,844123,,1931824,540455,
4046290,"Choice Hotels International, Inc.",CHH,2022,41566,367061,479230,516543,-43797,1200547,,2102175,676499,
4046290,"Choice Hotels International, Inc.",CHH,2023,26754,296554,435305,480740,-63780,1068751,,2394799,760005,
4046290,"Choice Hotels International, Inc.",CHH,2024,40177,319403,480397,528457,-87131,1768526,,2530527,791189,
4046897,"Former BL Stores, Inc.",BIGG.Q,2020,52721,338970,211878,347564,-16827,279464,,3189281,5323180,
4046897,"Former BL Stores, Inc.",BIGG.Q,2021,559556,399349,395287,534135,-11031,35764,,4037257,6199186,
4046897,"Former BL Stores, Inc.",BIGG.Q,2022,53722,193762,244915,388628,-9281,3500,,3927253,6150603,
4046897,"Former BL Stores, Inc.",BIGG.Q,2023,44730,-144286,-209769,-55042,-20280,301400,,3690931,5468329,
4046897,"Former BL Stores, Inc.",BIGG.Q,2024,46411,-251960,-340653,-201476,-44758,406271,,3325309,4722099,
4049266,"D.R. Horton, Inc.",DHI,2020,2962900,1421600,2938900,3029500,,2750900,,18912300,20311100,
4049266,"D.R. Horton, Inc.",DHI,2021,3140400,534400,5376700,5458800,,3568200,,24015900,27774200,
4049266,"D.R. Horton, Inc.",DHI,2022,2437200,561800,7684000,7765400,,2949100,800000,30351100,33480000,
4049266,"D.R. Horton, Inc.",DHI,2023,3684500,4304100,6258600,6350200,,3024900,400000,32582400,35460400,
4049266,"D.R. Horton, Inc.",DHI,2024,4516400,2189800,6115800,6202900,,3138900,745000,36104300,36801400,
4049266,"D.R. Horton, Inc.",DHI,2025,2985400,3420900,4671200,4772500,,3957200,600000,35471200,34250400,
4050911,Public Service Enterprise Group Incorporated,PEG,2020,543000,3102000,2396000,3865000,-600000,14496000,1063000,50050000,9603000,
4050911,Public Service Enterprise Group Incorporated,PEG,2021,818000,1736000,2122000,3525000,-571000,15219000,3519000,48999000,9722000,
4050911,Public Service Enterprise Group Incorporated,PEG,2022,465000,1503000,1880000,3163000,-628000,16495000,2200000,48718000,9800000,
4050911,Public Service Enterprise Group Incorporated,PEG,2023,54000,3806000,3474000,4798000,-748000,17784000,949000,50741000,11237000,
4050911,Public Service Enterprise Group Incorporated,PEG,2024,125000,2133000,2432000,3805000,-882000,18964000,1593000,54640000,10290000,
4051243,Ecolab Inc.,ECL,2020,1260200,1860200,1684100,2496800,-221000,6662200,15500,18126000,11790200,
4051243,Ecolab Inc.,ECL,2021,359900,2061900,1866200,2709300,-197500,8339200,408500,21206400,12733100,
4051243,Ecolab Inc.,ECL,2022,598600,1788400,1848000,2786700,-252100,8062500,3700,21464300,14187800,
4051243,Ecolab Inc.,ECL,2023,919500,2411800,2186100,3109700,-348900,7537900,1800,21846600,15320200,
4051243,Ecolab Inc.,ECL,2024,1256800,2813900,2670100,3605500,-340300,6926500,3600,22387800,15741400,
4051537,"FTI Consulting, Inc.",FCN,2020,294953,327069,295359,338407,-19805,286131,,2777363,2461275,
4051537,"FTI Consulting, Inc.",FCN,2021,494485,355483,311689,356781,-20294,297158,,3100909,2776222,
4051537,"FTI Consulting, Inc.",FCN,2022,491688,188794,314390,359931,-10047,315172,,3241407,3028908,
4051537,"FTI Consulting, Inc.",FCN,2023,303222,224461,381379,428617,-14331,,,3325878,3489242,
4051537,"FTI Consulting, Inc.",FCN,2024,660493,395097,354813,402906,-6951,,,3596830,3698652,
4051574,"United Parcel Service, Inc.",UPS,2020,5910000,10459000,7668000,10366000,-701000,21758000,15000,62408000,84628000,
4051574,"United Parcel Service, Inc.",UPS,2021,10255000,15007000,12868000,15821000,-694000,19515000,,69405000,97287000,
4051574,"United Parcel Service, Inc.",UPS,2022,5602000,14104000,14314000,17502000,-704000,17028000,,71124000,100338000,
4051574,"United Parcel Service, Inc.",UPS,2023,3206000,10238000,9425000,12791000,-787000,18548000,2172000,70857000,90958000,
4051574,"United Parcel Service, Inc.",UPS,2024,6112000,10122000,8011000,11620000,-858000,19095000,,70070000,91070000,
4054015,"The Gap, Inc.",GAP,2020,1364000,1411000,1054000,1611000,-76000,1249000,,13679000,16383000,
4054015,"The Gap, Inc.",GAP,2021,1988000,237000,-278000,229000,-192000,2216000,,13769000,13800000,
4054015,"The Gap, Inc.",GAP,2022,877000,809000,878000,1382000,-167000,1484000,,12761000,16670000,
4054015,"The Gap, Inc.",GAP,2023,1215000,607000,-64000,476000,-88000,1836000,,11386000,15616000,
4054015,"The Gap, Inc.",GAP,2024,1873000,1532000,607000,1129000,-90000,1488000,,11044000,14889000,
4054015,"The Gap, Inc.",GAP,2025,2335000,1486000,1115000,1615000,-87000,1490000,,11885000,15086000,
4054105,Robert Half Inc.,RHI,2020,574426,596528,345351,408851,,,,2557424,5109000,
4054105,Robert Half Inc.,RHI,2021,619001,603136,742505,796956,,,,2952359,6461444,
4054105,Robert Half Inc.,RHI,2022,658626,683750,975086,1024151,,,,2964488,7238142,
4054105,Robert Half Inc.,RHI,2023,731740,636881,464590,518837,,,,3010789,6392517,
4054105,Robert Half Inc.,RHI,2024,537583,410469,241474,294744,,,,2854405,5795837,
4054537,Lennar Corporation,LEN,2020,2746867,4190819,3088645,3183198,-22401,5955758,,29935177,22488854,
4054537,Lennar Corporation,LEN,2021,2754723,2532774,5339230,5425184,-20142,4652338,,33207778,27130676,
4054537,Lennar Corporation,LEN,2022,4639342,3265668,6791488,6878563,-19128,4047294,16749,37984295,33671010,
4054537,Lennar Corporation,LEN,2023,6315006,5179738,5485597,5595761,-15434,2816482,3741,39234303,34233366,
4054537,Lennar Corporation,LEN,2024,4734282,2403379,5094610,5210138,-18771,1726186,,41312781,35441452,
4054537,Lennar Corporation,LEN,2025,3441324,,2713823,2846257.634,-13874,4084686,,34430437,34186934,
4055465,The AES Corporation,AES,2020,1089000,2755000,2528000,3596000,-1038000,18374000,,34603000,9660000,
4055465,The AES Corporation,AES,2021,943000,1902000,2566000,3622000,-911000,17204000,,32963000,11141000,
4055465,The AES Corporation,AES,2022,1374000,2715000,2346000,3418000,-1117000,21571000,662000,38363000,12617000,
4055465,The AES Corporation,AES,2023,1426000,3034000,2237000,3384000,-1319000,22484000,974000,44799000,12668000,
4055465,The AES Corporation,AES,2024,1524000,2752000,2016000,3280000,-1485000,24878000,917000,47406000,12278000,
4055686,The Wendy's Company,WEN,2020,306989,284361,284131,416906,-146804,2218163,,5040006,1733825,
4055686,The Wendy's Company,WEN,2021,249438,345772,333011,458551,-139833,2356416,,5101391,1896998,
4055686,The Wendy's Company,WEN,2022,745889,259904,335631,469045,-153617,2822196,,5499344,2095505,
4055686,The Wendy's Company,WEN,2023,516037,345416,380886,516675,-155473,2732814,,5182826,2181578,
4055686,The Wendy's Company,WEN,2024,450512,355307,376774,520008,-153068,2662130,,5034843,2246492,
4056041,"Vail Resorts, Inc.",MTN,2020,390980,394950,250852,500424,-106721,2063598,,5244232,1963704,
4056041,"Vail Resorts, Inc.",MTN,2021,1243962,525250,280467,533052,-151399,2749117,,6251056,1909710,
4056041,"Vail Resorts, Inc.",MTN,2022,1107427,710499,579540,831931,-148183,2670300,,6318028,2525912,
4056041,"Vail Resorts, Inc.",MTN,2023,562975,637855,562484,831662,-155446,2357798,,5947754,2889364,
