SP_ENTITY_ID,SP_COMPANY_NAME,SP_TICKER,fiscal_year,iq_cash_equiv,iq_cash_oper,iq_ebit,iq_ebitda,iq_interest_exp,iq_lt_debt,iq_st_debt,iq_total_assets,iq_total_rev,pcd_total_liab,total_debt,interest_coverage,leverage,roa,ocf_to_debt,leverage_w,interest_coverage_w,roa_w,ocf_to_debt_w,distress,distress_lag1,distress_2y,default_t_plus_1
4186601,"Group 1 Automotive, Inc.",GPI,2024,34400.0,586300.0,972700.0,1085800.0,-249800.0,2467600.0,2022000.0,9824200.0,19934300.0,,4489600.0,,0.4569939537061542,0.09901060646159483,0.13059069850320743,0.4569939537061542,,0.09901060646159483,0.13059069850320743,0,0.0,0,
4187120,Ferguson Enterprises Inc.,FERG,2020,2115000.0,1545000.0,1372000.0,1654000.0,-93000.0,2635000.0,248000.0,13456000.0,19940000.0,,2883000.0,,0.2142538644470868,0.10196195005945304,0.5359001040582726,0.2142538644470868,,0.10196195005945304,0.5359001040582726,0,,0,0.0
4187120,Ferguson Enterprises Inc.,FERG,2021,1335000.0,1382000.0,1950000.0,2248000.0,-98000.0,2512000.0,,13709000.0,22792000.0,,,,,0.1422423225618207,,,,0.1422423225618207,,0,0.0,0,0.0
4187120,Ferguson Enterprises Inc.,FERG,2022,771000.0,1149000.0,2814000.0,3115000.0,-111000.0,3679000.0,250000.0,15661000.0,28566000.0,,3929000.0,,0.2508779771406679,0.17968201264287081,0.2924408246373123,0.2508779771406679,,0.17968201264287081,0.2924408246373123,0,0.0,0,0.0
4187120,Ferguson Enterprises Inc.,FERG,2023,601000.0,2723000.0,2646000.0,2967000.0,-184000.0,3711000.0,,15994000.0,29734000.0,,,,,0.16543703888958358,,,,0.16543703888958358,,0,0.0,0,0.0
4187120,Ferguson Enterprises Inc.,FERG,2024,571000.0,1873000.0,2643000.0,2978000.0,-179000.0,3774000.0,,16572000.0,29635000.0,,,,,0.15948587979724838,,,,0.15948587979724838,,0,0.0,0,0.0
4187120,Ferguson Enterprises Inc.,FERG,2025,674000.0,1908000.0,2597000.0,2970000.0,-190000.0,3752000.0,,17729000.0,30762000.0,,,,,0.1464831631789723,,,,0.1464831631789723,,0,0.0,0,
4187964,Hallador Energy Company,HNRG,2020,8041.0,52576.0,4897.0,45922.0,-13030.0,101817.0,,384130.0,244241.0,,,,,0.012748288339884934,,,,0.012748288339884934,,0,,0,0.0
4187964,Hallador Energy Company,HNRG,2021,2546.0,47974.0,-4456.0,37021.0,-8048.0,84667.0,,353980.0,247666.0,,,,,-0.012588281823831855,,,,-0.012588281823831855,,0,0.0,0,0.0
4187964,Hallador Energy Company,HNRG,2022,3009.0,54169.0,30430.0,78315.0,-11012.0,68713.0,,630554.0,361991.0,,,,,0.04825914989041383,,,,0.04825914989041383,,0,0.0,0,0.0
4187964,Hallador Energy Company,HNRG,2023,2842.0,59414.0,65410.0,134425.0,-13711.0,82453.0,,589780.0,634878.0,,,,,0.11090576147037878,,,,0.11090576147037878,,0,0.0,0,0.0
4187964,Hallador Energy Company,HNRG,2024,7232.0,65934.0,1580.0,68834.0,-13850.0,37394.0,,369120.0,404394.0,,,,,0.004280450801907238,,,,0.004280450801907238,,0,0.0,0,
4187983,Kaiser Aluminum Corporation,KALU,2020,780300.0,206900.0,84400.0,136600.0,-40900.0,838100.0,,1864700.0,1172700.0,,,,,0.045261972435244276,,,,0.045261972435244276,,0,,0,0.0
4187983,Kaiser Aluminum Corporation,KALU,2021,303200.0,79400.0,59500.0,151000.0,-49500.0,1036300.0,,2422400.0,2622000.0,,,,,0.02456241743725231,,,,0.02456241743725231,,0,0.0,0,0.0
4187983,Kaiser Aluminum Corporation,KALU,2022,57400.0,-63100.0,24200.0,131100.0,-48300.0,1038100.0,,2288800.0,3427900.0,,,,,0.010573226144704649,,,,0.010573226144704649,,0,0.0,0,0.0
4187983,Kaiser Aluminum Corporation,KALU,2023,82400.0,211900.0,92400.0,201000.0,-46900.0,1039800.0,,2267400.0,3087000.0,,,,,0.040751521566552,,,,0.040751521566552,,0,0.0,0,0.0
4187983,Kaiser Aluminum Corporation,KALU,2024,18400.0,167100.0,91400.0,207800.0,-43700.0,1041600.0,,2314900.0,3024000.0,,,,,0.03948334701282993,,,,0.03948334701282993,,0,0.0,0,
4188868,Gulfport Energy Corporation,GPOR,2020,89861.0,95304.0,26722.0,269532.0,-120079.0,2005219.0,,2539871.0,801251.0,,,,,0.010521006775540962,,,,0.010521006775540962,,0,,0,0.0
4188868,Gulfport Energy Corporation,GPOR,2021,3260.0,465140.0,61655.0,287775.0,-45012.0,712946.0,,2168232.0,1502860.0,,,,,0.028435610211453386,,,,0.028435610211453386,,0,0.0,0,0.0
4188868,Gulfport Energy Corporation,GPOR,2022,7259.0,739077.0,543126.0,813633.0,-59773.0,694155.0,,2534479.0,2330859.0,,,,,0.21429493004282144,,,,0.21429493004282144,,0,0.0,0,0.0
4188868,Gulfport Energy Corporation,GPOR,2023,1929.0,723181.0,979609.0,1302106.0,-57069.0,667382.0,,3267613.0,1025819.0,,,,,0.29979345779319644,,,,0.29979345779319644,,0,0.0,0,0.0
4188868,Gulfport Energy Corporation,GPOR,2024,1473.0,650033.0,136457.0,464487.0,-59982.0,702857.0,,2865697.0,909219.0,,,,,0.04761738592740265,,,,0.04761738592740265,,0,0.0,0,
4189101,"American Eagle Outfitters, Inc.",AEO,2020,361930.0,415416.0,318139.0,495218.0,,,,3328679.0,4308212.0,,,,,0.09557515158415696,,,,0.09557515158415696,,1,,0,0.0
4189101,"American Eagle Outfitters, Inc.",AEO,2021,850477.0,202498.0,10681.0,174061.0,-24610.0,325290.0,,3434806.0,3759113.0,,,,,0.0031096370508261603,,,,0.0031096370508261603,,0,0.0,0,0.0
4189101,"American Eagle Outfitters, Inc.",AEO,2022,434770.0,303671.0,607409.0,774160.0,-34632.0,341002.0,,3786643.0,5010785.0,,,,,0.16040830888995875,,,,0.16040830888995875,,0,0.0,0,0.0
4189101,"American Eagle Outfitters, Inc.",AEO,2023,170209.0,406296.0,273656.0,481755.0,-14297.0,8911.0,,3420956.0,4989833.0,,,,,0.07999401336936225,,,,0.07999401336936225,,0,0.0,0,1.0
4189101,"American Eagle Outfitters, Inc.",AEO,2024,354094.0,580710.0,378962.0,610575.0,,,,3557909.0,5261770.0,,,,,0.10651256117005803,,,,0.10651256117005803,,1,0.0,0,1.0
4189101,"American Eagle Outfitters, Inc.",AEO,2025,308962.0,476798.0,449964.0,665389.0,,,,3830775.0,5328652.0,,,,,0.1174603050296611,,,,0.1174603050296611,,1,0.0,0,
4190676,Contango Oil & Gas Company,MCF,2020,1383.0,20896.0,-20590.0,178174.0,-5022.0,12369.0,,170267.0,112920.0,,,,,-0.12092771940540445,,,,-0.12092771940540445,,0,,0,
4191577,The Sherwin-Williams Company,SHW,2020,226600.0,3408600.0,2849300.0,3430700.0,-340400.0,8266900.0,100.0,20401600.0,18361700.0,,8267000.0,,0.4052133166026194,0.13966061485373696,0.412314019595984,0.4052133166026194,,0.13966061485373696,0.412314019595984,0,,0,0.0
4191577,The Sherwin-Williams Company,SHW,2021,165700.0,2244600.0,2660300.0,3232900.0,-334700.0,8590900.0,763500.0,20666700.0,19944600.0,,9354400.0,,0.4526315280136645,0.12872398592905496,0.23995125288634225,0.4526315280136645,,0.12872398592905496,0.23995125288634225,0,0.0,0,0.0
4191577,The Sherwin-Williams Company,SHW,2022,198800.0,1919900.0,2996600.0,3577700.0,-390800.0,9778000.0,978100.0,22594000.0,22148900.0,,10756100.0,,0.47606001593343367,0.13262813136230858,0.17849406383354563,0.47606001593343367,,0.13262813136230858,0.17849406383354563,0,0.0,0,0.0
4191577,The Sherwin-Williams Company,SHW,2023,276800.0,3521900.0,3627500.0,4250000.0,-417500.0,8853800.0,374200.0,22954400.0,23051900.0,,9228000.0,,0.4020144286062803,0.15803070435297809,0.38165366276549634,0.4020144286062803,,0.15803070435297809,0.38165366276549634,0,0.0,0,0.0
4191577,The Sherwin-Williams Company,SHW,2024,210400.0,3153200.0,3775000.0,4399000.0,-415700.0,8892700.0,662400.0,23632600.0,23098500.0,,9555100.0,,0.40431861073263203,0.15973697350270388,0.3300017791545876,0.40431861073263203,,0.15973697350270388,0.3300017791545876,0,0.0,0,
4191821,H.B. Fuller Company,FUL,2020,100534.0,331559.0,241599.0,380416.0,-71158.0,1790241.0,16925.0,4036704.0,2790269.0,,1807166.0,,0.44768355569296137,0.05985056124997027,0.18346903383529792,0.44768355569296137,,0.05985056124997027,0.18346903383529792,0,,0,0.0
4191821,H.B. Fuller Company,FUL,2021,61786.0,213317.0,287769.0,430943.0,-98201.0,1602018.0,24983.0,4274530.0,3278031.0,,1627001.0,,0.38062687593723754,0.06732178742458235,0.13111055248275816,0.38062687593723754,,0.06732178742458235,0.13111055248275816,0,0.0,0,0.0
4191821,H.B. Fuller Company,FUL,2022,79910.0,256514.0,349056.0,496032.0,-104669.0,1736256.0,28860.0,4463629.0,3749183.0,,1765116.0,,0.3954441554170385,0.07820004753979329,0.14532415999854967,0.3954441554170385,,0.07820004753979329,0.14532415999854967,0,0.0,0,0.0
4191821,H.B. Fuller Company,FUL,2023,179453.0,378398.0,402863.0,562704.0,-140534.0,1909179.0,1841.0,4723575.0,3510934.0,,1911020.0,,0.40457069063156614,0.08528773227904712,0.1980083934234074,0.40457069063156614,,0.08528773227904712,0.1980083934234074,0,0.0,0,0.0
4191821,H.B. Fuller Company,FUL,2024,169352.0,302437.0,383333.0,558043.0,-118293.0,2059594.0,587.0,4933244.0,3568736.0,,2060181.0,,0.41761181891672094,0.07770404220833188,0.1468011791196987,0.41761181891672094,,0.07770404220833188,0.1468011791196987,0,0.0,0,
4192874,"NewStream Energy Technologies Group, Inc.",NSGP,2020,4.203,-874.119,-2629.506,,-3152.623,332.776,2802.021,8.203,,,3134.797,,382.15250518103136,-320.55418749238083,-0.27884389324093395,19.202550081970564,,-44.359723603236134,-0.27884389324093395,0,,0,0.0
4192874,"NewStream Energy Technologies Group, Inc.",NSGP,2021,1.762,-636.121,-3585.736,,-2052.722,93.927,2950.944,29.762,,,3044.871,,102.3073382165177,-120.480344062899,-0.20891558295901533,19.202550081970564,,-44.359723603236134,-0.20891558295901533,0,0.0,0,0.0
4192874,"NewStream Energy Technologies Group, Inc.",NSGP,2022,,-422.1,-1234.896,,-1497.279,18.6,3598.878,16.0,,,3617.478,,226.092375,-77.181,-0.1166835015997333,19.202550081970564,,-44.359723603236134,-0.1166835015997333,0,0.0,0,
4192912,"American Noble Gas, Inc.",AMNI,2020,11.042,-196.618,-316.299,-239.884,-210.931,,218.563,86.042,,,,,,-3.6761000441644773,,,,-3.6761000441644773,,0,,0,0.0
4192912,"American Noble Gas, Inc.",AMNI,2021,260.59,-801.553,-1582.51,-1489.172,-108.052,28.665,,1105.601,77.942,,,,,-1.4313572437072686,,,,-1.4313572437072686,,0,0.0,0,0.0
4192912,"American Noble Gas, Inc.",AMNI,2022,10.163,-249.841,-1795.085,-1662.61,-913.608,28.665,,1260.351,116.961,,,,,-1.4242738729131805,,,,-1.4242738729131805,,0,0.0,0,
4193280,"DICK'S Sporting Goods, Inc.",DKS,2020,69334.0,404612.0,433313.0,745813.0,-17012.0,224100.0,,6628560.0,8750743.0,,,,,0.06537060839760069,,,,0.06537060839760069,,0,,0,0.0
4193280,"DICK'S Sporting Goods, Inc.",DKS,2021,1658067.0,1552769.0,741477.0,1063277.0,-48812.0,418493.0,,7752859.0,9584019.0,,,,,0.0956391700145714,,,,0.0956391700145714,,0,0.0,0,0.0
4193280,"DICK'S Sporting Goods, Inc.",DKS,2022,2643205.0,1616872.0,2034503.0,2357054.0,-57839.0,1930730.0,,9041676.0,12293368.0,,,,,0.22501392440958956,,,,0.22501392440958956,,0,0.0,0,0.0
4193280,"DICK'S Sporting Goods, Inc.",DKS,2023,1924386.0,921881.0,1463019.0,1799994.0,-95220.0,1540607.0,,8992196.0,12368198.0,,,,,0.16269874455583486,,,,0.16269874455583486,,0,0.0,0,0.0
4193280,"DICK'S Sporting Goods, Inc.",DKS,2024,1801220.0,1527335.0,1367165.0,1725598.0,-58023.0,1483260.0,,9311752.0,12984399.0,,,,,0.14682145744431338,,,,0.14682145744431338,,0,0.0,0,0.0
4193280,"DICK'S Sporting Goods, Inc.",DKS,2025,1689940.0,1311835.0,1473932.0,1874341.0,-52987.0,1484217.0,,10458694.0,13442849.0,,,,,0.14092887697068104,,,,0.14092887697068104,,0,0.0,0,
4199225,Zovio Inc,ZVOI,2020,35462.0,25326.0,-2260.0,9143.0,,2981.0,,161306.0,397121.0,,,,,-0.014010638165970268,,,,-0.014010638165970268,,1,,0,1.0
4199225,Zovio Inc,ZVOI,2021,28265.0,-15433.0,-39967.0,-31634.0,,2723.0,,149034.0,263033.0,,,,,-0.2681737053289853,,,,-0.2681737053289853,,1,0.0,0,
4199608,"Sally Beauty Holdings, Inc.",SBH,2020,514151.0,426889.0,272785.0,379564.0,-98793.0,1796213.0,,2895147.0,3514330.0,,,,,0.09422146785638173,,,,0.09422146785638173,,0,,0,0.0
4199608,"Sally Beauty Holdings, Inc.",SBH,2021,400959.0,381860.0,427498.0,529699.0,-93509.0,1382045.0,,2847132.0,3874997.0,,,,,0.1501503969608715,,,,0.1501503969608715,,0,0.0,0,0.0
4199608,"Sally Beauty Holdings, Inc.",SBH,2022,70558.0,156500.0,393133.0,493062.0,-93543.0,1082766.0,,2576867.0,3815565.0,,,,,0.1525623945667355,,,,0.1525623945667355,,0,0.0,0,0.0
4199608,"Sally Beauty Holdings, Inc.",SBH,2023,123001.0,249311.0,338634.0,441043.0,-72979.0,1065692.0,,2725250.0,3728131.0,,,,,0.12425795798550592,,,,0.12425795798550592,,0,0.0,0,0.0
4199608,"Sally Beauty Holdings, Inc.",SBH,2024,107961.0,246528.0,283758.0,393496.0,-76408.0,978890.0,,2792899.0,3717031.0,,,,,0.10159980722539555,,,,0.10159980722539555,,0,0.0,0,0.0
4199608,"Sally Beauty Holdings, Inc.",SBH,2025,149162.0,274831.0,305810.0,405731.0,-64393.0,861974.0,,2871096.0,3701424.0,,,,,0.10651333149431437,,,,0.10651333149431437,,0,0.0,0,
4200091,CACI International Inc,CACI,2020,107236.0,518705.0,457696.0,568384.0,-56059.0,1400687.0,,5542472.0,5720042.0,,,,,0.08257975863477524,,,,0.08257975863477524,,0,,0,0.0
4200091,CACI International Inc,CACI,2021,88031.0,592215.0,539451.0,664814.0,-39836.0,1713757.0,,6172372.0,6044135.0,,,,,0.08739768115077963,,,,0.08739768115077963,,0,0.0,0,0.0
4200091,CACI International Inc,CACI,2022,114804.0,745554.0,496329.0,631010.0,-41757.0,1702148.0,,6629431.0,6202917.0,,,,,0.07486751125398243,,,,0.07486751125398243,,0,0.0,0,0.0
4200091,CACI International Inc,CACI,2023,115776.0,388056.0,567500.0,709064.0,-83861.0,1650443.0,,6600808.0,6702546.0,,,,,0.08597432314346971,,,,0.08597432314346971,,0,0.0,0,0.0
4200091,CACI International Inc,CACI,2024,133961.0,497331.0,649708.0,791853.0,-105059.0,1481387.0,,6796101.0,7659832.0,,,,,0.09560010953339275,,,,0.09560010953339275,,0,0.0,0,0.0
4200091,CACI International Inc,CACI,2025,106181.0,547009.0,778285.0,973410.0,-158844.0,2850693.0,,8647598.0,8627824.0,,,,,0.09000013645407662,,,,0.09000013645407662,,0,0.0,0,
4202062,The Coca-Cola Company,KO,2020,6795000.0,9844000.0,9992000.0,11528000.0,-1437000.0,40125000.0,2183000.0,87296000.0,33014000.0,,42308000.0,,0.48464992668621704,0.11446114369501466,0.23267467145693485,0.48464992668621704,,0.11446114369501466,0.23267467145693485,0,,0,0.0
4202062,The Coca-Cola Company,KO,2021,9684000.0,12625000.0,11433000.0,12885000.0,-1597000.0,38130000.0,3307000.0,94354000.0,38655000.0,,41437000.0,,0.4391652712126672,0.12117133348877632,0.3046793928131863,0.4391652712126672,,0.12117133348877632,0.3046793928131863,0,0.0,0,0.0
4202062,The Coca-Cola Company,KO,2022,9519000.0,11018000.0,12341000.0,13601000.0,-882000.0,38053000.0,2373000.0,92763000.0,43004000.0,,40426000.0,,0.43579875596951373,0.1330379569440402,0.272547370504131,0.43579875596951373,,0.1330379569440402,0.272547370504131,0,0.0,0,0.0
4202062,The Coca-Cola Company,KO,2023,9366000.0,11599000.0,13246000.0,14374000.0,-1527000.0,36660000.0,4557000.0,97703000.0,45754000.0,,41217000.0,,0.42186012711994514,0.1355741379486812,0.281413009195235,0.42186012711994514,,0.1355741379486812,0.281413009195235,0,0.0,0,0.0
4202062,The Coca-Cola Company,KO,2024,10828000.0,6805000.0,14301000.0,15376000.0,-1656000.0,43297000.0,1499000.0,100549000.0,47061000.0,,44796000.0,,0.44551412744035246,0.1422291619011626,0.15191088490043753,0.44551412744035246,,0.1422291619011626,0.15191088490043753,0,0.0,0,
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2020,436996.0,161002.0,56153.0,174331.0,-22327.0,933860.0,,2544258.0,2522792.0,,,,,0.02207048184578765,,,,0.02207048184578765,,0,,0,0.0
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2021,144593.0,301903.0,148937.0,257541.0,-56108.0,327253.0,,2391694.0,2821444.0,,,,,0.062272598417690554,,,,0.062272598417690554,,0,0.0,0,0.0
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2022,45105.0,205253.0,153003.0,256571.0,-9620.0,423249.0,,2294911.0,3267786.0,,,,,0.06667055933759523,,,,0.06667055933759523,,0,0.0,0,0.0
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2023,25147.0,250457.0,134616.0,239101.0,-17006.0,414904.0,,2218094.0,3442808.0,,,,,0.060689943708427146,,,,0.060689943708427146,,0,0.0,0,0.0
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2024,12035.0,168980.0,72751.0,184497.0,-20933.0,476581.0,,2161494.0,3470762.0,,,,,0.033657738582665506,,,,0.033657738582665506,,0,0.0,0,0.0
4202114,"Cracker Barrel Old Country Store, Inc.",CBRL,2025,39643.0,218899.0,75088.0,197326.0,-20489.0,335457.0,,2161884.0,3483684.0,,,,,0.03473266835778423,,,,0.03473266835778423,,0,0.0,0,
4203682,"CVR Energy, Inc.",CVI,2020,667000.0,90000.0,-285000.0,-7000.0,-130000.0,1628000.0,,3978000.0,3930000.0,,,,,-0.07164404223227752,,,,-0.07164404223227752,,0,,0,0.0
4203682,"CVR Energy, Inc.",CVI,2021,510000.0,396000.0,90000.0,369000.0,-138000.0,1606000.0,,3906000.0,7242000.0,,,,,0.02304147465437788,,,,0.02304147465437788,,0,0.0,0,0.0
4203682,"CVR Energy, Inc.",CVI,2022,510000.0,967000.0,974000.0,1262000.0,-93000.0,1543000.0,,4119000.0,10896000.0,,,,,0.23646516144695315,,,,0.23646516144695315,,0,0.0,0,0.0
4203682,"CVR Energy, Inc.",CVI,2023,581000.0,948000.0,1125000.0,1423000.0,-90000.0,1542000.0,,4707000.0,9247000.0,,,,,0.2390057361376673,,,,0.2390057361376673,,0,0.0,0,0.0
4203682,"CVR Energy, Inc.",CVI,2024,987000.0,404000.0,58000.0,356000.0,-115000.0,1861000.0,,4263000.0,7610000.0,,,,,0.013605442176870748,,,,0.013605442176870748,,0,0.0,0,
4204677,"United Natural Foods, Inc.",UNFI,2020,47000.0,457000.0,376000.0,674000.0,-192000.0,2519000.0,,7587000.0,26559000.0,,,,,0.04955845525240543,,,,0.04955845525240543,,0,,0,0.0
4204677,"United Natural Foods, Inc.",UNFI,2021,41000.0,614000.0,431000.0,716000.0,-204000.0,2217000.0,,7525000.0,26950000.0,,,,,0.05727574750830565,,,,0.05727574750830565,,0,0.0,0,0.0
4204677,"United Natural Foods, Inc.",UNFI,2022,44000.0,331000.0,397000.0,682000.0,-155000.0,2111000.0,,7628000.0,28928000.0,,,,,0.05204509701101206,,,,0.05204509701101206,,0,0.0,0,0.0
4204677,"United Natural Foods, Inc.",UNFI,2023,37000.0,624000.0,173000.0,477000.0,-144000.0,1956000.0,,7394000.0,30272000.0,,,,,0.02339734920205572,,,,0.02339734920205572,,0,0.0,0,0.0
4204677,"United Natural Foods, Inc.",UNFI,2024,40000.0,253000.0,147000.0,466000.0,-155000.0,2086000.0,,7528000.0,30980000.0,,,,,0.019527098831030817,,,,0.019527098831030817,,0,0.0,0,0.0
4204677,"United Natural Foods, Inc.",UNFI,2025,44000.0,470000.0,177000.0,498000.0,-145000.0,1862000.0,,7595000.0,31784000.0,,,,,0.023304805793285057,,,,0.023304805793285057,,0,0.0,0,
4205305,Mexco Energy Corporation,MXC,2020,34.381,864.96,-63.676,817.36,-37.656,757.423,,10070.509,2738.54,,,,,-0.006323017039158597,,,,-0.006323017039158597,,0,,0,0.0
4205305,Mexco Energy Corporation,MXC,2021,57.813,710.047,139.501,1074.41,-53.232,1154.949,,10830.687,2799.004,,,,,0.012880161710886854,,,,0.012880161710886854,,0,0.0,0,0.0
4205305,Mexco Energy Corporation,MXC,2022,1370.766,3744.407,2983.594,4357.589,-26.512,,,13284.52,6587.78,,,,,0.2245917805084414,,,,0.2245917805084414,,0,0.0,0,0.0
4205305,Mexco Energy Corporation,MXC,2023,2235.771,6515.895,4832.3,6716.879,-13.097,,,17820.289,9557.289,,,,,0.27116844176881755,,,,0.27116844176881755,,0,0.0,0,0.0
4205305,Mexco Energy Corporation,MXC,2024,2473.484,4433.935,1835.254,3834.865,-5.234,,,19058.854,6604.884,,,,,0.09629403740644636,,,,0.09629403740644636,,0,0.0,0,0.0
4205305,Mexco Energy Corporation,MXC,2025,1753.955,4269.621,1950.219,4382.085,-6.15,,,20347.857,7358.066,,,,,0.09584395054476745,,,,0.09584395054476745,,0,0.0,0,
4206221,"Domino's Pizza, Inc.",DPZ,2020,168821.0,592794.0,725642.0,767680.0,-172166.0,4058318.0,,1567168.0,4117411.0,,,,,0.46302757585657695,,,,0.46302757585657695,,0,,0,0.0
4206221,"Domino's Pizza, Inc.",DPZ,2021,148160.0,654206.0,780408.0,829031.0,-191806.0,4942388.0,,1671816.0,4357373.0,,,,,0.4668025667896467,,,,0.4668025667896467,,0,0.0,0,0.0
4206221,"Domino's Pizza, Inc.",DPZ,2022,60356.0,475317.0,746752.0,798503.0,-198254.0,4896534.0,,1602221.0,4537158.0,,,,,0.4660730323719387,,,,0.4660730323719387,,0,0.0,0,0.0
4206221,"Domino's Pizza, Inc.",DPZ,2023,114098.0,590864.0,819668.0,872108.0,-196475.0,4865358.0,,1674899.0,4479358.0,,,,,0.48938353894772163,,,,0.48938353894772163,,0,0.0,0,0.0
4206221,"Domino's Pizza, Inc.",DPZ,2024,186126.0,624897.0,879157.0,934989.0,-195870.0,3764496.0,,1737013.0,4706416.0,,,,,0.5061315027578953,,,,0.5060542014473621,,0,0.0,0,
4206996,"Western Capital Resources, Inc.",WCRS,2020,32504.803,15493.544,14093.109,16737.849,-200.44,3110.148,,103142.446,149955.994,,,,,0.13663733551558396,,,,0.13663733551558396,,0,,0,0.0
4206996,"Western Capital Resources, Inc.",WCRS,2021,43015.095,17380.816,16733.591,19236.83,-64.66,2000.0,,116197.672,164145.268,,,,,0.14400969238006764,,,,0.14400969238006764,,0,0.0,0,
4207685,"Gaucho Group Holdings, Inc.",VINO,2020,134.536,-4943.758,-5396.166,-5225.977,-245.174,310.591,1270.354,5970.536,635.789,,1580.9450000000002,,0.2647911343303181,-0.9037992568841391,-3.1270904427415243,0.2647911343303181,,-0.9037992568841391,-3.1270904427415243,0,,0,0.0
4207685,"Gaucho Group Holdings, Inc.",VINO,2021,3649.407,-6809.98,-2412.778,-2267.125,-374.685,94.0,5735.348,24313.732,4915.24,,5829.348,,0.239755377742915,-0.0992351976241245,-1.1682232729972546,0.239755377742915,,-0.0992351976241245,-1.1682232729972546,0,0.0,0,0.0
4207685,"Gaucho Group Holdings, Inc.",VINO,2022,300.185,-5700.187,-8783.65,-8536.521,-1694.457,2083.124,51.643,18692.985,1643.716,,2134.767,,0.11420150393315993,-0.4698901753786246,-2.6701682197635623,0.11420150393315993,,-0.4698901753786246,-2.6701682197635623,0,0.0,0,0.0
4207685,"Gaucho Group Holdings, Inc.",VINO,2023,427.961,-6075.416,-10827.816,-10375.891,-3488.113,90.372,1320.902,16560.325,2151.014,,1411.2740000000001,,0.08522018740574235,-0.6538407911680477,-4.304915983714006,0.08522018740574235,,-0.6538407911680477,-4.304915983714006,0,0.0,0,
4208842,"Portsmouth Square, Inc.",PRSI,2020,4710.0,-5404.0,2567.0,4564.0,-7345.0,123769.0,,57554.0,42839.0,,,,,0.04460159154880634,,,,0.04460159154880634,,0,,0,0.0
4208842,"Portsmouth Square, Inc.",PRSI,2021,2310.0,-10687.0,-6118.0,-4039.0,-7293.0,122872.0,,52551.0,14668.0,,,,,-0.11642023938650073,,,,-0.11642023938650073,,0,0.0,0,0.0
4208842,"Portsmouth Square, Inc.",PRSI,2022,2662.0,-2761.0,744.0,2953.0,-7965.0,126468.0,,49799.0,31534.0,,,,,0.014940059037330066,,,,0.014940059037330066,,0,0.0,0,0.0
4208842,"Portsmouth Square, Inc.",PRSI,2023,2295.0,2741.0,3062.0,5777.0,-8193.0,125771.0,,41100.0,42027.0,,,,,0.07450121654501217,,,,0.07450121654501217,,0,0.0,0,0.0
4208842,"Portsmouth Square, Inc.",PRSI,2024,3511.0,108.0,671.0,4065.0,-11776.0,129664.0,,41402.0,41886.0,,,,,0.016206946524322495,,,,0.016206946524322495,,0,0.0,0,0.0
4208842,"Portsmouth Square, Inc.",PRSI,2025,4470.0,-2148.0,3871.0,7405.0,-14250.0,141039.0,,46920.0,46363.0,,,,,0.08250213128729753,,,,0.08250213128729753,,0,0.0,0,
4209300,Dow Inc.,DOW,2020,5104000.0,6226000.0,2659000.0,5437000.0,-827000.0,16205000.0,156000.0,61470000.0,38542000.0,,16361000.0,,0.26616235562062796,0.04325687327151456,0.38053908685288185,0.26616235562062796,,0.04325687327151456,0.38053908685288185,0,,0,0.0
4209300,Dow Inc.,DOW,2021,2988000.0,7009000.0,8152000.0,10904000.0,-731000.0,13579000.0,161000.0,62990000.0,54968000.0,,13740000.0,,0.21812986188283853,0.12941736783616448,0.5101164483260553,0.21812986188283853,,0.12941736783616448,0.5101164483260553,0,0.0,0,0.0
4209300,Dow Inc.,DOW,2022,3886000.0,7475000.0,6040000.0,8718000.0,-662000.0,14017000.0,362000.0,60603000.0,56902000.0,,14379000.0,,0.2372654819068363,0.09966503308417075,0.5198553445997636,0.2372654819068363,,0.09966503308417075,0.5198553445997636,0,0.0,0,0.0
4209300,Dow Inc.,DOW,2023,2987000.0,5196000.0,2639000.0,5180000.0,-746000.0,14151000.0,62000.0,57967000.0,44622000.0,,14213000.0,,0.24519122949264235,0.04552590266875981,0.3655808063040878,0.24519122949264235,,0.04552590266875981,0.3655808063040878,0,0.0,0,0.0
4209300,Dow Inc.,DOW,2024,2189000.0,2914000.0,2244000.0,5071000.0,-811000.0,14878000.0,135000.0,57312000.0,42964000.0,,15013000.0,,0.26195212171970966,0.039154103852596316,0.19409844801172318,0.26195212171970966,,0.039154103852596316,0.19409844801172318,0,0.0,0,
4209632,Molson Coors Beverage Company,TAP,2020,770100.0,1695700.0,1389200.0,2198900.0,-274600.0,7322100.0,14000.0,27331100.0,9654000.0,,7336100.0,,0.26841583397667856,0.05082854330780686,0.23114461362304223,0.26841583397667856,,0.05082854330780686,0.23114461362304223,0,,0,0.0
4209632,Molson Coors Beverage Company,TAP,2021,637400.0,1573500.0,1545300.0,2316000.0,-260300.0,6687700.0,6900.0,27619000.0,10279700.0,,6694600.0,,0.24239110757087512,0.05595061370795467,0.23504018163893287,0.24239110757087512,,0.05595061370795467,0.23504018163893287,0,0.0,0,0.0
